P-TPT_mean,P-TPT_std,P-TPT_min,P-TPT_max,P-TPT_median,T-TPT_mean,T-TPT_std,T-TPT_min,T-TPT_max,T-TPT_median,P-MON-CKP_mean,P-MON-CKP_std,P-MON-CKP_min,P-MON-CKP_max,P-MON-CKP_median,T-JUS-CKP_mean,T-JUS-CKP_std,T-JUS-CKP_min,T-JUS-CKP_max,T-JUS-CKP_median,label
14223537.528991971,13107.886685659452,14184150.0,14263950.0,14224050.0,116.62930273751114,0.05354270815556121,116.551,116.7937,116.6127,6137225.641726137,30352.13581318194,5991591.0,6223790.0,6139997.0,69.15272503512489,0.0952788660506946,68.66106,69.39021,69.16051,0
14231849.38573979,20216.475037265453,14184150.0,14263950.0,14244000.0,116.7337982091051,0.04249147209406196,116.5984,116.7937,116.73904999999999,6139434.84679759,26426.4809162111,6003165.0,6219449.0,6139885.5,69.11194167875475,0.12687117794674274,68.63827,69.45856,69.117535,0
14233970.959271468,20713.03250588796,14184150.0,14263950.0,14239770.0,116.75487017151796,0.028094671362683267,116.6375,116.7937,116.7546,6144679.470361473,25591.17461003238,5992315.0,6214386.0,6146318.0,69.14651208559137,0.09838617232925015,68.74461,69.43578,69.14471,0
14227445.883705283,25168.0348291558,14184150.0,14283900.0,14230030.0,116.71992661769654,0.047546200521358335,116.5203,116.7937,116.7225,6141522.416283503,24897.710675000344,6012568.0,6212216.0,6142833.0,69.00925758438936,0.1268450663923214,68.6003,69.39021,69.01276,0
14222714.004149377,37012.296778537035,14104350.0,14283900.0,14232495.0,116.7650426544802,0.056887346387711264,116.5203,116.9109,116.7711,6131014.335090277,28780.902257104364,5987251.0,6240427.0,6132081.0,69.07182057474488,0.19790139407936744,68.56991,69.69402,69.050695,0
14215082.978687223,20059.338445817433,14184150.0,14263950.0,14213730.0,116.80436741299171,0.017456228277005405,116.7546,116.8718,116.8002,6133963.917526358,27487.598095524965,6015462.0,6223066.0,6135949.0,69.50645610758419,0.11280248541830597,69.12437,69.78516,69.51385,0
14218143.638942976,30657.1441027615,14144250.0,14263950.0,14224050.0,116.80545022531292,0.023857466712929938,116.6765,116.8718,116.7937,6130624.784144646,26781.65166632628,6024142.0,6209322.0,6131285.0,69.43625037885954,0.0999635812839636,69.04082,69.80795,69.43983,0
14203888.040257199,38536.66276079962,14104350.0,14263950.0,14204320.0,116.7941328823036,0.03653978074099734,116.5984,116.8718,116.7937,6122810.379983226,32915.48196212903,5980017.0,6205706.0,6127865.0,69.41570477215544,0.10855810454602463,68.98766,69.7244,69.41797,0
14219757.27899861,86848.45215255054,14004600.0,14423540.0,14228160.0,116.781804,0.09796632528167797,116.5593,117.0671,116.7937,6139927.1708484,61807.63605399574,5983634.0,6292509.0,6142871.0,69.47792525563283,0.1654315329123478,68.9193,69.92947,69.48007,0
14199468.567531455,32357.86752818692,14124300.0,14263950.0,14199400.0,116.7687448780759,0.04434445057059504,116.6375,116.8718,116.793,6117850.478510188,29677.506963328102,5995931.0,6204982.0,6118744.5,69.34142186393497,0.1174792273970922,68.85854,69.7244,69.34098,0
14210760.466321243,28660.843311857192,14164200.0,14263950.0,14213430.0,116.80300528163127,0.013189093881703494,116.7937,116.8718,116.7937,6128682.01225695,30648.628181166834,6006781.0,6234640.0,6131826.0,69.30172012869798,0.09556927451401175,68.92689,69.61806,69.30007,0
14219031.367191864,37588.9142769264,14144250.0,14283900.0,14217940.0,116.74188557380712,0.06371402440965002,116.5593,116.8328,116.7668,6128486.941278355,26745.453448182994,6020525.0,6207876.0,6129388.5,69.31630933735613,0.11043335333737188,68.96487,69.65604,69.318395,0
14206113.11942462,60918.106885707726,14084400.0,14323790.0,14206170.0,116.74060510147189,0.09292164297162515,116.4812,116.989,116.7481,6107653.204393399,33470.10485695532,5947466.0,6210769.0,6110386.0,69.16296768342997,0.13454148401588187,68.78258,69.62566,69.17095499999999,0
14202238.1137023,75265.28268442559,13984650.0,14343740.0,14219095.0,116.7548175351484,0.1145688380832684,116.2468,116.9499,116.7721,6094845.850145057,42918.9432441326,5959040.0,6198472.0,6098303.0,69.21080363200178,0.16395458862438478,68.69903,69.7244,69.24076,0
14222920.469106914,44067.96951843504,14143460.0,14343740.0,14221100.0,116.79100903671514,0.05715892161084773,116.5984,116.9109,116.8009,6119626.1856927965,33200.18248667536,5977124.0,6249107.0,6120590.0,69.31165714357346,0.17977884445645748,68.38003,69.82314,69.32619,0
14227604.01162141,57671.985481219665,14124300.0,14323790.0,14233595.0,116.77507855067604,0.0790984888824559,116.5984,116.9499,116.7847,6124949.142585764,32576.160299016832,5995931.0,6232470.0,6121729.5,69.33591790088278,0.12995459362959474,68.92689,69.67123,69.33982,0
14204521.420691961,57229.925738966376,14084400.0,14303850.0,14200040.0,116.7380475346816,0.09330768053185225,116.5203,116.9499,116.7502,6096126.59891916,37028.09061673998,5981464.0,6203535.0,6092114.0,69.20521383308262,0.13961783374412792,68.74461,69.59528,69.19839,0
14203925.411553763,59620.15351960843,14044500.0,14303850.0,14207770.0,116.76926139967502,0.07950954864402365,116.5203,116.9499,116.7904,6087703.537177117,37590.80947789589,5943126.0,6173154.0,6086682.0,69.30015072841374,0.12963110651695,68.82056,69.64845,69.30263,0
14230507.316472694,50806.71988318972,14144250.0,14323790.0,14226370.0,116.72975515331244,0.08559395593541738,116.5203,116.8718,116.7492,6116843.673679499,33765.504525059965,6016185.0,6207152.0,6119655.5,69.31135422224709,0.11521863986108825,68.7598,69.65604,69.31149,0
14180107.660087474,68889.35193145598,14024550.0,14323790.0,14184150.0,116.69009489177974,0.09248463280294712,116.5203,116.8328,116.7111,6076630.369631042,48734.54424296458,5934446.0,6206429.0,6070593.0,69.12511411685544,0.15675864374814302,68.66106,69.51173,69.13361,0
14221846.77694711,68750.21026456075,14124300.0,14463440.0,14204100.0,116.63082895001115,0.10172162263946256,116.364,116.8328,116.5984,6111211.74447668,36683.2689266859,6006781.0,6240427.0,6108021.5,69.00153498605222,0.1557164235525815,68.35725,69.35982,69.023135,0
14200135.894331623,33637.42925470283,14144250.0,14283900.0,14192050.0,116.5875566112475,0.04635465883034835,116.5203,116.7546,116.5776,6084909.955757643,27786.818321476225,5976400.0,6165197.0,6086652.5,68.79575970207542,0.12282033233006148,68.34206,69.11678,68.79359,0
14197872.167910032,59539.41313754339,14044500.0,14303850.0,14196415.0,116.59587972386149,0.08707726325789099,116.364,116.7937,116.59,6087587.711557733,34039.87845415069,5974230.0,6197749.0,6084369.0,68.73210097873287,0.11729969261644445,68.22053,69.04082,68.745865,0
14221789.03322926,57512.21653117011,14094290.0,14323790.0,14228370.0,116.64153586083853,0.09606753205450612,116.4812,116.7937,116.6264,6098745.913302855,37946.981867017224,5975677.0,6218726.0,6099719.5,68.68839658006245,0.12499463146061053,68.33446,69.04082,68.688935,0
14201020.735087818,28556.60374483306,14124300.0,14263950.0,14204100.0,116.68440951125076,0.05850697340512605,116.4812,116.7937,116.6904,6091578.890466304,26407.11877943756,5977124.0,6161581.0,6094368.0,68.84320015375118,0.16646222599539912,68.14458,69.26868,68.85716,0
14201981.870118277,25717.177281252785,14144250.0,14244000.0,14202230.0,116.67241423231421,0.056742095374192045,116.364,116.7937,116.6726,6101078.550937291,25449.507864640338,5959763.0,6165197.0,6104184.5,69.0559260276724,0.12521864722564574,68.24332,69.69402,69.06046,0
14201293.741079394,26454.508253292734,14164200.0,14263950.0,14195795.0,116.62545878679751,0.05399554119228759,116.5393,116.7546,116.62035,6099711.341882248,22050.634876669843,6003165.0,6191238.0,6099854.0,69.11143344446923,0.10126328548375303,68.79777,69.42818,69.10576,0
14204770.858050847,29232.615415506745,14144250.0,14263950.0,14204100.0,116.59118361396075,0.04695353560051228,116.4812,116.7156,116.58675,6099876.566012489,25965.748618028832,5988697.0,6175324.0,6101831.0,69.13131421219893,0.11240441891211914,68.73701,69.51173,69.13666,0
14200227.802185548,52100.88868996308,14004600.0,14303850.0,14199280.0,116.73819901873327,0.08833386766953528,116.364,116.9499,116.7546,6092165.196643622,32451.76011866382,5976400.0,6189791.0,6091512.0,69.0430107353925,0.1483966818668597,68.37244,69.65604,69.056815,0
14190823.237946777,18046.76376142021,14124300.0,14244000.0,14186645.0,116.73352245295624,0.0598652217722158,116.5593,116.8328,116.7546,6091856.170081283,23999.86761490013,5948190.0,6157240.0,6092732.5,69.17639544928181,0.13626486604665972,68.73701,69.54211,69.18160499999999,0
14211400.774928454,26790.07003290635,14164200.0,14263950.0,14206660.0,116.74169804163628,0.03604435970488235,116.6375,116.7937,116.7546,6109670.08635879,26409.739579897556,6021249.0,6197025.0,6109848.0,69.25065809157735,0.09473101160417725,68.85854,69.54971,69.25413,0
14088959.359555656,161894.40555506875,13845000.0,14383640.0,14074435.0,116.78318610859215,0.21836923306915432,116.325,117.1453,116.78385,5998070.967127635,33651.874139722684,5876577.0,6082734.0,5998387.0,69.51240172863297,0.3774696792015121,68.62308,70.23328,69.535155,0
14117575.199637024,115317.97624358075,13944750.0,14303850.0,14119030.0,116.83631670258622,0.15753646481935132,116.5203,117.1453,116.8328,6024889.046506352,31876.852681794386,5904788.0,6118902.0,6022731.0,69.5720028504991,0.26753866806582943,68.89651,70.12695,69.593395,0
14107545.744525548,151438.5938727831,13904850.0,14603090.0,14094615.0,116.90578432902863,0.1762239437128436,116.2859,117.2624,116.90965,6038158.155530601,81054.7440356329,5847643.0,6276595.0,6009891.0,69.5477299494666,0.4270789375469214,67.84077,70.22569,69.643005,0
14096477.914532833,76935.84010016125,13964700.0,14244000.0,14099360.0,116.88807536701945,0.08336865792996258,116.5593,117.0281,116.8852,6016884.59718903,29629.109851209814,5894661.0,6086351.0,6020503.0,69.67449401672926,0.20055599602647214,69.06361,70.27885,69.670355,0
9696760.342074495,13657.338691315512,9675544.0,9735393.0,9696044.0,118.47330000000001,1.4211250334826397e-14,118.4733,118.4733,118.4733,1492112.3447469517,175753.6349735919,1051765.0,2164293.0,1498079.0,83.46049964311564,0.3752355354600252,82.11229,84.41367,83.49666,0
9682695.689764922,14132.409374083443,9655594.0,9715443.0,9681113.0,118.47330000000001,1.4211251483583e-14,118.4733,118.4733,118.4733,1489837.2908593444,177379.00168470634,1021384.0,2182377.0,1494437.0,83.50098284158803,0.4192326521873035,81.96799,84.58836,83.52293,0
9677466.224631203,14514.416568665449,9635645.0,9715443.0,9675544.0,118.47360149754135,0.0008249436251556853,118.4733,118.4771,118.4733,1495113.5837617344,172923.16514497492,1035852.0,2084000.0,1499887.0,83.61915181716586,0.3675808007103295,82.27179,84.70229,83.665775,0
9676079.915361026,10847.879872721407,9655594.0,9715443.0,9675544.0,118.4895093002509,0.0070617423497204845,118.4773,118.5017,118.4895,1503628.9566768887,176650.81852274135,1045979.0,2157059.0,1510338.0,83.56381957290213,0.3649590175697273,82.27179,84.6795,83.60896,0
9671820.598848905,9656.167512780507,9635645.0,9715443.0,9675544.0,118.50621655118462,0.003687380877180464,118.4986,118.5124,118.5063,1508517.277492177,175209.35311117058,1014151.0,2152719.0,1515842.0,83.48724267881092,0.3210602838991982,82.53763,84.50481,83.49457000000001,0
9679665.430242924,22042.25932750732,9615695.0,9715443.0,9682395.5,118.48633724648987,0.0070277114709200415,118.4742,118.4985,118.4863,1536406.211332739,174150.81157913135,1004024.0,2254713.0,1541842.0,83.47942000111432,0.3483642799611494,82.26421,84.58076,83.493055,0
9693667.676888766,12257.471425802029,9655594.0,9735393.0,9695493.0,118.50763390019515,0.020997853353884686,118.4733,118.5441,118.5076,1536224.295344299,173971.75143068252,1055382.0,2193228.0,1540685.0,83.31640205631447,0.36274633399831374,82.03635,84.33771,83.28597,0
9661055.546795836,11612.552504533234,9635645.0,9715443.0,9658321.0,118.57260168698848,0.01296223179731313,118.5444,118.5905,118.5758,1486445.7150381382,180008.19469522685,996066.8,2150549.0,1493449.0,83.35409952897945,0.39483279193688514,81.83127,84.39847,83.36017,0
9654193.645933015,12196.682643027423,9635645.0,9675544.0,9654267.5,118.5475874207188,0.014244728064407464,118.5229,118.5723,118.5476,1483765.0982585957,181799.8078552629,996790.1,2149826.0,1484795.0,83.44714478913987,0.3962894362638877,81.81609,84.54279,83.44861499999999,0
9665458.820891349,18491.60272899987,9635645.0,9735393.0,9663750.0,118.50597076553152,0.00791892953882129,118.4932,118.5228,118.5054,1483732.455236817,179146.81364818447,1010534.0,2175867.0,1486636.0,83.36715682491752,0.3892115235285675,81.75531,84.75545,83.38674,0
9660953.088304421,14849.834254703595,9615695.0,9715443.0,9662798.0,118.48134518186906,0.006432783188046825,118.4733,118.4931,118.4809,1496584.5620593172,180921.19811834412,1004747.0,2170803.0,1498182.0,83.48894947453834,0.3921982342333865,82.13509,84.53519,83.503105,0
9656052.233265834,10948.21930549283,9635645.0,9675544.0,9655594.0,118.47330000000002,2.8422508814713616e-14,118.4733,118.4733,118.4733,1483058.1160985488,170160.41805462333,1028618.0,2141869.0,1488236.5,83.25974514062325,0.3354869094040422,82.17307,84.42885,83.316375,0
9655168.980819773,74513.00022616393,9396249.0,9755342.0,9667445.0,118.47330000000002,2.842250412093333e-14,118.4733,118.4733,118.4733,1474025.1048481797,185813.23395688017,1031511.0,2182377.0,1475523.0,83.13266199854611,0.43879577803469105,81.60341,84.49721,83.18992,0
9666236.061533308,26369.168294496034,9635645.0,9755342.0,9660249.0,118.47330053045957,9.288277160367355e-06,118.4733,118.4735,118.4733,1483953.3441844883,177473.18690268978,1032235.0,2113658.0,1489109.0,83.24855051482494,0.3639361810439324,82.24901,84.36101,83.22577,0
9666787.124707064,19921.554814116145,9615695.0,9715443.0,9666642.0,118.49668258006919,0.011088191146306338,118.4738,118.5124,118.4995,1481022.4905144514,181072.47983831994,1039468.0,2160676.0,1484335.0,83.23686064948107,0.35720435993983435,82.00597,84.38329,83.23841,0
9639971.383550944,14800.642466030251,9595745.0,9675544.0,9635645.0,118.47338784175875,0.01408859355356568,118.449,118.4978,118.4734,1479622.9254547483,177802.31455891745,972195.8,2206971.0,1486253.0,83.32696686865306,0.39276528100754887,82.11229,84.39847,83.352605,0
9640780.602397546,11759.84502087527,9615695.0,9675544.0,9638278.0,118.4544949205464,0.015193477150527376,118.4343,118.4856,118.4491,1475037.3488709228,181054.59537648803,1035852.0,2112935.0,1480067.0,83.20914243992193,0.3478142113156082,82.13509,84.35291,83.21166,0
9642782.079507466,13136.18508293408,9615695.0,9675544.0,9639077.0,118.52194980499219,0.020324382589066766,118.4859,118.5515,118.5225,1475399.7043124582,176256.68665828492,1035128.0,2183101.0,1481159.5,83.22496300423445,0.4054596177522962,81.45911,84.30733,83.23902000000001,0
9636258.951400513,9476.09078698219,9615695.0,9655594.0,9635645.0,118.53651831268833,0.007116460287133043,118.5242,118.5488,118.5365,1475331.3378473385,176416.35489647725,979429.4,2110765.0,1481786.5,83.24911461555631,0.37010217226574,82.15027,84.3605,83.25064499999999,0
9641783.849801488,32467.462902437215,9495998.0,9755342.0,9639272.0,118.51854310797964,0.0035589103161393692,118.5124,118.5252,118.5185,1474689.6326119779,174160.54873068584,1015597.0,2149826.0,1481235.0,83.31466046916066,0.3724550641588141,81.88443,84.39847,83.29679,0
9644415.325859575,23687.2602449738,9575796.0,9715443.0,9640862.5,118.53764047513074,0.0070796274018970545,118.5254,118.5499,118.5376,1482963.014354067,181268.20089676263,1021384.0,2207695.0,1484335.0,83.35405000166907,0.4456610217363434,81.54265,84.70229,83.404595,0
9641310.749329459,14621.636189365972,9595745.0,9675544.0,9641569.0,118.52983147630755,0.01396010160993883,118.5054,118.5515,118.53,1480904.7122261957,177543.52258362286,1042362.0,2161400.0,1483611.0,83.36857354492624,0.44512056889897755,81.61861,84.40607,83.418385,0
9637876.00179332,14040.919832721715,9595745.0,9695493.0,9635645.0,118.48514963012776,0.009351095109304108,118.4733,118.5051,118.4815,1481995.327112755,170802.14928170774,1006194.0,2150549.0,1488186.5,83.24036832156467,0.39512725871794196,81.81609,84.49721,83.24843000000001,0
9638186.838316597,10290.213552227366,9615695.0,9675544.0,9635645.0,118.49419988717139,0.006979787702828068,118.4821,118.5063,118.4942,1476218.5783594719,178493.77576675254,1025001.0,2105701.0,1478239.0,83.25930808981158,0.3731666534390211,81.92241,84.42126,83.23823,0
9636261.341795562,10396.179822614162,9615695.0,9675544.0,9635645.0,118.50455137301053,0.005548730468927537,118.4936,118.5124,118.5059,1478437.3917843532,180800.4958522087,1026448.0,2107148.0,1483231.5,83.3168098514907,0.41482981586231094,82.27179,84.46683,83.29568,0
9626153.523399707,21464.071017719278,9535897.0,9675544.0,9630711.5,118.4815499831252,0.0065204595120391335,118.4733,118.4934,118.4812,1484562.575767803,178513.6840065787,1039468.0,2141869.0,1483153.0,83.37587430475871,0.3766580605357088,81.89203,84.45164,83.37042,0
16640740.48149179,5373.772461780137,16637950.0,16657890.0,16637950.0,118.06069088505429,0.025590581440269725,118.0046,118.1218,118.0596,7324741.002087392,26133.52388186332,7236494.0,7371762.0,7330065.0,173.09610000000006,5.684737442386633e-14,173.0961,173.0961,173.0961,0
16640757.218384322,5308.2300738591175,16637950.0,16657890.0,16637950.0,118.11728139010287,0.00986443948297136,118.0827,118.1218,118.1218,7315664.708021994,48259.465115157625,7120033.0,7449162.0,7319173.0,173.09610000000004,2.8423713146394397e-14,173.0961,173.0961,173.0961,0
16640424.025719877,7950.446862959466,16618000.0,16657890.0,16637950.0,118.1075689124965,0.01649972114087521,118.0437,118.1218,118.1133,7311929.3019289905,62679.18838816213,7070121.0,7419504.0,7328862.0,173.0961,0.0,173.0961,173.0961,173.0961,0
16636967.549825784,7413.503285399834,16618000.0,16657890.0,16637950.0,118.1188460348432,0.01777629695126563,118.0827,118.1609,118.1218,7311237.897979094,60086.255061596225,7074461.0,7456395.0,7321127.0,173.0961,0.0,173.0961,173.0961,173.0961,0
16642431.202124685,6231.758308226709,16637950.0,16657890.0,16637950.0,118.12000457086943,0.014594529675655173,118.0827,118.1609,118.1218,7320788.309756779,75936.48254643413,7019485.0,7504137.0,7336501.5,173.0961,0.0,173.0961,173.0961,173.0961,0
16532335.65223503,7459.817320722059,16518250.0,16538200.0,16538200.0,118.10187347483836,0.011313726049283252,118.0827,118.1218,118.1016,7257521.301518133,26927.848533812587,7169945.0,7326913.0,7262354.0,173.09610000000006,5.684741446189971e-14,173.0961,173.0961,173.0961,0
16538200.0,0.0,16538200.0,16538200.0,16538200.0,118.10559609211442,0.01261143832740965,118.0827,118.1218,118.1063,7253167.162595953,34252.86069415706,7148244.0,7342104.0,7254144.0,173.09610000000004,2.842369300924792e-14,173.0961,173.0961,173.0961,0
